Premises,label
"In so many countries, It is illegal to paint public and private property without permission.. In street art, the artist paint public and private property without permission.",1
"The lesson was about how to inject the drug directly into the base of the spine fluid.. By injecting Titan spine fluid, one can become a titan.",0
"Understanding brain wave frequencies could be a vital piece of information that   .Whatever have information that would merit the later of medical and pyschological tools, aid in the many health problems people face.",0
Teenagers who have limited concentration are subject to fail in exams.  . Waves produced by mobile phones may decrease attention.,1
One of the factors that leads to the cultivation of violent conduct is consuming violent and sadistic material.. violent and abusive content can result in aggressive behaviour,0
Agent 47 is considered as one of the outcomes of International Contract Agency (ICA)'s human reproduction program.. ICA manufactures colonized humans to train them as professional assassins.,1
The document of possible relation between America and Europe is the sources of thick ice layers in both areas.. That refrigerator which we bought from Europe got a thick ice layers.,0
"Evaluation of image details provides reliable assessment in regard with locating micro cracks on materials.. Image processing is the application of a set of techniques and algorithms to analyze, enhance, or optimize image characteristics.",1
Pets are not usually welcomed on public transportation. Planes and trains are two of the main known means of movement,1
"We should keep our brain primed and well-suited for almost any situation by using some well-researched techniques for practicing our mind.. Some well-researched techniques for practicing our mind are reading books, meditation and yoga, memorizing poems.",1
